"Baja" "edatcat" "sexo" "antig" "Nomina" "Pension" "Debito_normal" "Debito_aff" "VISA" "VISA_aff" "MCard" "Amex" "Total_activo" "Total_Plazo" "Total_Inversion" "Total_Seguros" "Total_Vista" "dif_resid" "oper_caj_Libreta" "oper_ven_Libreta" "dif_CC" "dif_Libreta" "dif_Plazo" "dif_Ahorro" "dif_Largo_plazo" "dif_Fondos_inv" "dif_Seguros" "dif_Planes_pension" "dif_Hipoteca" "dif_Prest_personales"
"Baja SI" "edatcat 26-35" "No informado" 18 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 10750 0 0 445 "cambio resid. NO" 0 -1077 0 -366.98 3800 0 0 0 0 0 0 0
"Baja SI" "edatcat 26-35" "No informado" 18 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 10750 0 0 445 "cambio resid. NO" 0 -755 0 -591.5 3700 0 0 0 0 0 0 0
"Baja SI" "edatcat 18-25" "No informado" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 1009 274 0 108 "cambio resid. NO" 0 -17 -31.8 -273.65 841.26 0 0 0 0 0 0 0
"Baja SI" "edatcat 36-45" "No informado" 14 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 85 0 0 0 199 "cambio resid. NO" -311 -58.25 0 -5796.08 0 0 0 0 0 0 0 31
"Baja SI" "edatcat 36-45" "No informado" 14 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 85 0 0 0 199 "cambio resid. NO" -269 -115.25 0 -5677.64 0 0 0 0 0 0 0 45
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. SI" "MCard NO" "Amex SI" 0 0 613 0 770 "cambio resid. NO" -67.5 233 20.98 73.99 0 0 0 0 0 0 0 -1747
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. SI" "MCard NO" "Amex SI" 0 0 613 0 770 "cambio resid. NO" -67.5 283 21 124.53 0 0 0 0 0 0 0 -1709
"Baja SI" "edatcat 36-45" "HOMBRE" 18 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 6750 4312 2640 787 "cambio resid. NO" 52.5 30 0 326 0 -6 0 -72 -56 0 0 0
"Baja SI" "edatcat 36-45" "HOMBRE" 18 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 6750 4312 2640 787 "cambio resid. NO" 12.5 30 0 466.18 0 -9.03 0 -68.62 -74.56 -393.91 0 0
"Baja SI" "edatcat 36-45" "HOMBRE" 18 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 6750 4312 2640 787 "cambio resid. NO" 2.5 30 0 -523 0 -12.91 0 -168.43 -102.95 -799.01 0 0
"Baja SI" "edatcat 36-45" "HOMBRE" 15 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 1074 0 0 0 343 "cambio resid. NO" -219 -403.25 0 -311.39 0 0 0 0 0 0 0 285
"Baja SI" "edatcat 36-45" "HOMBRE" 15 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 1074 0 0 0 343 "cambio resid. NO" -179 323.75 0 -319.97 0 0 0 0 0 0 0 318
"Baja SI" "edatcat 36-45" "HOMBRE" 15 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 1074 0 0 0 343 "cambio resid. NO" -257 -360.25 0 -46.89 0 0 0 0 0 0 0 385
"Baja SI" "edatcat 26-35" "HOMBRE" 13 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. SI" "MCard NO" "Amex NO" 0 0 0 0 42 "cambio resid. NO" 28 35 0 -5.92 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 26-35" "HOMBRE" 13 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. SI" "MCard NO" "Amex NO" 0 0 0 0 42 "cambio resid. NO" 48 25 0 13.64 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 9900 0 0 177 "cambio resid. NO" -65.75 40.38 0 19 -300 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 9900 0 0 177 "cambio resid. NO" -33.75 42.38 0 38.48 -300 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 9900 0 0 177 "cambio resid. NO" -6.75 38.38 0 41.21 -300 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 9900 0 0 177 "cambio resid. NO" -35.75 38.38 0 -57.25 -300 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "No informado" 11 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 7597 0 1734 "cambio resid. NO" 0 -112.5 0 520.9 0 0 0 7597 0 0 0 0
"Baja SI" "edatcat 66.." "No informado" 11 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 7597 0 1734 "cambio resid. NO" 0 -2.5 0 1203.09 -1000 0 0 -2119.53 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 2145 0 0 "cambio resid. NO" 0 0 0 0 0 0 0 -7.25 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 9986 0 0 0 901 "cambio resid. NO" 109.57 0 -22.3 0 0 0 0 0 0 0 121 167
"Baja SI" "edatcat 66.." "HOMBRE" 99 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. SI" "MCard NO" "Amex NO" 0 0 0 0 1625 "cambio resid. NO" 0 0 391.34 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 99 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. SI" "MCard NO" "Amex NO" 0 0 0 0 1625 "cambio resid. NO" 0 0 468.74 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "No informado" 19 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 15450 12698 0 2775 "cambio resid. NO" 321.42 -38.75 409.71 -275.95 13500 0 0 12698 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 6 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1108 "cambio resid. NO" 0 51.25 0 598.12 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 6 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1108 "cambio resid. NO" 0 116.25 0 567.75 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 6 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1108 "cambio resid. NO" 0 156.25 0 541.97 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 6 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1108 "cambio resid. NO" 0 156.25 0 521.24 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "No informado" 19 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 500 8058 5271 2032 "cambio resid. NO" 248.5 1335.97 0 1139.41 0 0 0 -254.19 -343.39 0 0 0
"Baja SI" "edatcat 46-55" "No informado" 19 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 500 8058 5271 2032 "cambio resid. NO" 248.5 1389.95 0 966.93 0 0 0 -67.77 -386.91 0 0 0
"Baja SI" "edatcat 66.." "No informado" 19 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 9848 0 0 2835 "cambio resid. NO" -60.5 -2.25 1064.02 0.14 805.88 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "No informado" 19 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 9848 0 0 2835 "cambio resid. NO" -72.5 -52.25 1106.34 66.2 665.88 0 0 0 0 0 0 0
"Baja SI" "edatcat 36-45" "No informado" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 940 5 0 0 312 "cambio resid. NO" -60.25 43.75 0 202 0 0 0 0 0 0 224 50
"Baja SI" "edatcat 36-45" "No informado" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 940 5 0 0 312 "cambio resid. NO" -86.25 43.75 0.22 84.93 0 0 0 0 0 0 456 103
"Baja SI" "edatcat 36-45" "HOMBRE" 14 "Nomina NO" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 116 0 0 "cambio resid. NO" 0 0 -80.84 0 0 0 0 0 0 -2025.09 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 15 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 7326 0 0 164 "cambio resid. NO" 0 0 133.85 0 -200 0 -489 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 15 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 7326 0 0 164 "cambio resid. NO" 0 0 -881.85 0 900 0 -689 0 0 0 0 0
"Baja SI" "edatcat 56-65" "No informado" 13 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 137 "cambio resid. NO" -109 39 0 -68.2 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 593 "cambio resid. NO" 51 -152.5 0 469 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 593 "cambio resid. NO" -15 1.5 0 517.96 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 593 "cambio resid. NO" 5 -74.5 0 555.33 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 18-25" "HOMBRE" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 839 0 171 "cambio resid. NO" 0 62.5 0 48 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 18-25" "HOMBRE" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 839 0 171 "cambio resid. NO" 0 37.5 0 -55.47 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 36-45" "HOMBRE" 18 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard SI" "Amex NO" 0 0 0 0 1150 "cambio resid. NO" -118.7 98.75 102.75 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 36-45" "HOMBRE" 18 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard SI" "Amex NO" 0 0 0 0 1150 "cambio resid. NO" -52.07 98.75 -83.45 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 18-25" "HOMBRE" 20 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 145 "cambio resid. NO" 0 0 0 -358.28 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "No informado" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1539 "cambio resid. NO" 0 -16.25 0 -130.43 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "No informado" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1539 "cambio resid. NO" 0 3.75 0 -150.54 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "No informado" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 4100 0 3580 1168 "cambio resid. NO" -47.5 -200 0 186 -400 0 0 0 -249 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 17 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 13076 0 0 1259 "cambio resid. NO" 0 -800 0 1039 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 17 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 13076 0 0 1259 "cambio resid. NO" 0 0 0 925.9 0 0 76 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 20 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 1001 0 0 72 "cambio resid. NO" 0 -184 0 -230.75 0 0 1 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 59 "cambio resid. NO" 0 120.5 0 5 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 59 "cambio resid. NO" 0 105.5 0 1.1 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 59 "cambio resid. NO" 0 105.5 0 42.02 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 59 "cambio resid. NO" 0 10.5 0 -40.6 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 36-45" "No informado" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 138 "cambio resid. NO" -10 0 0 66.49 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "No informado" 20 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 3004 0 0 473 "cambio resid. NO" 0 -64.74 0 -156 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "No informado" 20 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 3004 0 0 473 "cambio resid. NO" 0 -54.74 0 -400.06 0 0 4 0 0 0 0 0
"Baja SI" "edatcat 46-55" "No informado" 20 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 3004 0 0 473 "cambio resid. NO" 0 50.59 0 95.22 0 0 1004 0 0 0 0 0
"Baja SI" "edatcat 36-45" "HOMBRE" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1687 "cambio resid. NO" 0 -120 0 -516.32 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 17 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 96 "cambio resid. NO" 0 -52.75 0 -16.42 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "No informado" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 2000 0 0 516 "cambio resid. NO" 0 15.02 0 277.62 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 26-35" "No informado" 11 "Nomina SI" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 15177 0 2735 0 416 "cambio resid. NO" 21.39 20 -818.72 0 0 0 0 -449.97 0 0 362 0
"Baja SI" "edatcat 26-35" "No informado" 11 "Nomina SI" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 15177 0 2735 0 416 "cambio resid. NO" 102.19 20 -385.74 0 0 0 0 -1049.96 0 0 1361 0
"Baja SI" "edatcat 66.." "No informado" 15 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 86 0 475 "cambio resid. NO" 0 0 312.06 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 26-35" "No informado" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1390 "cambio resid. NO" 3.75 37.5 0 -595.82 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 833 0 0 100 307 "cambio resid. NO" -17.06 0 -144.72 0 0 0 0 0 0.2 -24.69 0 84
"Baja SI" "edatcat 36-45" "No informado" 13 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 718 "cambio resid. NO" -33 12.98 -928.24 -6.41 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "No informado" 11 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 500 0 0 1528 "cambio resid. NO" 2 -9.5 0 615 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "No informado" 11 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 500 0 0 1528 "cambio resid. NO" -8 0.5 0 145.33 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 45 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 4315 0 0 0 61 "cambio resid. NO" 146.75 54.75 0 59 0 0 0 0 0 0 33 -291
"Baja SI" "edatcat 66.." "HOMBRE" 45 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 4315 0 0 0 61 "cambio resid. NO" 215.75 104.75 0 54.97 0 0 0 0 0 0 51 -228
"Baja SI" "edatcat 66.." "HOMBRE" 45 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 4315 0 0 0 61 "cambio resid. NO" 224.75 104.75 0 52.93 0 0 0 0 0 0 68 -163
"Baja SI" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 3500 0 0 822 "cambio resid. NO" 57.5 67.75 0 201 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 3500 0 0 822 "cambio resid. NO" -12.5 19.75 0 -87.82 3500 0 0 0 -3494.34 0 0 0
"Baja SI" "edatcat 26-35" "HOMBRE" 8 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 103 "cambio resid. NO" 0 -325 -146.09 -485.35 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 11 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 7695 0 243 "cambio resid. NO" 0 -200 0 -589.55 0 0 0 6540 0 0 0 0
"Baja SI" "edatcat 46-55" "No informado" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 9669 6706 2738 1229 "cambio resid. NO" -292 118.12 -78 540 0 2936 1 6031 -219 0 -9344 0
"Baja SI" "edatcat 46-55" "No informado" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 9669 6706 2738 1229 "cambio resid. NO" 57 6.11 254.59 149.25 0 2922.02 10 6031 -293.64 0 -9232 0
"Baja SI" "edatcat 56-65" "No informado" 20 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 29869 3536 144 "cambio resid. NO" 163.14 0 46.45 0 0 0 0 197.73 -403.25 0 0 0
"Baja SI" "edatcat 56-65" "No informado" 19 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 1637 0 0 0 916 "cambio resid. NO" 80.25 215.25 0 -550.28 -4000 0 0 0 0 0 0 209
"Baja SI" "edatcat 26-35" "No informado" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 558 0 0 525 135 "cambio resid. NO" 92.59 89.5 3 123.87 0 0 0 0 -110.64 -14.16 0 558
"Baja SI" "edatcat 26-35" "No informado" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 558 0 0 525 135 "cambio resid. NO" 22.59 169.18 -19.95 18.54 0 0 0 0 -152.91 -17.17 0 558
"Baja SI" "edatcat 26-35" "HOMBRE" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 50 0 0 24 "cambio resid. NO" -52.25 15.25 0 -36 50 0 0 0 0 0 0 0
"Baja SI" "edatcat 26-35" "HOMBRE" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 50 0 0 24 "cambio resid. NO" -2.25 -209.75 0 -21.33 50 0 0 0 0 -51.68 0 0
"Baja SI" "edatcat 26-35" "HOMBRE" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 50 0 0 24 "cambio resid. NO" -0.25 15.25 0 -17.18 50 0 0 0 0 -74.1 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 254 1500 0 0 581 "cambio resid. NO" 25 -220.07 0 -496.09 0 0 0 0 0 -406.21 0 -165
"Baja SI" "edatcat 46-55" "HOMBRE" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 254 1500 0 0 581 "cambio resid. NO" 43 -80.07 0 -326.09 0 0 0 0 0 -413.84 0 -124
"Baja SI" "edatcat 46-55" "HOMBRE" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 254 1500 0 0 581 "cambio resid. NO" 83 -119.07 0 -300.91 0 0 0 0 0 -625.25 0 -83
"Baja SI" "edatcat 36-45" "HOMBRE" 10 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 231 979 "cambio resid. NO" -10.5 7.5 0 118.04 0 0 0 0 -6.49 0 0 -25
"Baja SI" "edatcat 36-45" "HOMBRE" 10 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 231 979 "cambio resid. NO" 57.5 27.5 -1.11 63.97 0 0 0 0 -8.52 0 0 -23
